sample_name	sample_name_original	barcode_prefix	sample_type	emp500_shotgun_assembly_sample_name	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	lcms_sampling_material	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_pi_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	empo_salinity	empo_v2_2	empo_v2_3a	empo_v2_3b	empo_v2_4a	empo_v2_4b	empo_4	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	read_count_shotgun_woltka_norm	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	alpha_shotgun_woltka_norm_10perc_min6550_richness	alpha_shotgun_woltka_norm_10perc_min6550_shannon	alpha_shotgun_woltka_norm_10perc_min6550_faithspd	alpha_shotgun_woltka_norm_10perc_rar6550_richness	alpha_shotgun_woltka_norm_10perc_rar6550_shannon	alpha_shotgun_woltka_norm_10perc_rar6550_faithspd	alpha_shotgun_woltka_norm_noSingletons_min6550_richness	alpha_shotgun_woltka_norm_noSingletons_min6550_shannon	alpha_shotgun_woltka_norm_noSingletons_min6550_faithspd	alpha_shotgun_woltka_norm_noSingletons_rar6550_richness	alpha_shotgun_woltka_norm_noSingletons_rar6550_shannon	alpha_shotgun_woltka_norm_noSingletons_rar6550_faithspd	alpha_lcms_cmn_microbial_shannon	alpha_lcms_cmn_microbial_richness	alpha_lcms_cmn_shannon	alpha_lcms_cmn_richness	alpha_lcms_fbmn_microbial_richness	alpha_lcms_fbmn_microbial_noSingletons_richness	alpha_gcms_filt50_shannon	alpha_gcms_filt50_richness	songbird_trainTest_5050_empo_3	songbird_trainTest_5050_env_material	songbird_trainTest_8020_empo_3	songbird_trainTest_8020_env_material	songbird_trainTest_8020_empo_4
13114.metcalf.40.s002	Metcalf40.10141.D.CTRL.soil.T4.1	metcalf.40.s002	soil	soil_temperate_desert_forest_grassland	EMP_Feces_metcalf_40_s002_a03_M_069	69	note applicable	UCSD	1B1_1_17_metcalf-40-s002-a04.mzML	1B1_1_17_metcalf-40-s002-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	06/12/2012 0:00	0	not applicable	10141.D.CTRL.soil.T4.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	temperate desert biome	desert sand	soil	soil	soil	United States of America:State of Colorado:City of Boulder	D.CTRL.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	10218499	50107	132527	69373	739	4.523648487	104.0604089	293	4.411078097	51.02082033	954	4.70923981	148.1222572	954	4.70923981	148.1222572	569	4.690819908	92.0443228	1419	5.967113030890781	183.86136897314123	684	5.8355591002678295	98.94604614601053	1419	5.967113030890781	183.86136897314123	684	5.8355591002678295	98.94604614601053	2.3298819789091385	17	5.53263446026121	107	3214	3214	4.185113636844644	157	Train	Train	Train	Train	Train
13114.metcalf.40.s003	Metcalf40.10141.D.soil.T4.1	metcalf.40.s003	soil	soil_temperate_desert_forest_grassland	EMP_Feces_metcalf_40_s003_a03_M_070	70	note applicable	UCSD	1C8_1_42_metcalf-40-s003-a04.mzML	1C8_1_42_metcalf-40-s003-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	06/12/2012 0:00	0	not applicable	10141.D.soil.T4.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	temperate desert biome	desert sand	soil	soil	soil	United States of America:State of Colorado:City of Boulder	D.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	2623007	173288	289384	214317	602	3.078471172	89.74878156	107	2.937523772	25.32278412	842	3.526515297	122.5996303	841	3.526426895	122.2053667	275	3.488982969	48.03444889	1374	4.429470400044532	171.6279515841079	348	4.318943438564481	55.90137072564107	1374	4.429470400044532	171.6279515841079	348	4.318943438564481	55.90137072564107	4.976209578040684	64	7.2354690667283466	470	3618	3618	4.818839669064864	162	Test	Train	Train	Train	Train
13114.metcalf.40.s004	Metcalf40.10141.D.soil.T5.1	metcalf.40.s004	soil	soil_temperate_desert_forest_grassland	not applicable	not applicable	not applicable	not applicable	1D4_1_54_metcalf-40-s004-a03.mzML	1D4_1_54_metcalf-40-s004-a03	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	6/27/12 0:00	0	not applicable	10141.D.soil.T5.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	temperate desert biome	desert sand	soil	soil	soil	United States of America:State of Colorado:City of Boulder	D.soil.T5.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	5864046	368799	2472458	548058	663	3.497418846	86.44182053	133	3.504486795	22.11972018	996	4.082804551	129.8868568	995	4.082556945	129.8789379	285	4.026125365	43.71165651	1451	4.613720439180221	174.52081467454127	332	4.550455574624938	48.23616685500542	1451	4.613720439180221	174.52081467454127	332	4.550455574624938	48.23616685500542	4.535418557601032	82	7.393129291238348	699	2941	2941	not applicable	not applicable	Train	Train	Train	Train	Train
13114.metcalf.40.s005	Metcalf40.10141.F.CTRL.soil.T0.1	metcalf.40.s005	soil	soil_temperate_desert_forest_grassland	not applicable	not applicable	not applicable	not applicable	1B4_1_22_metcalf-40-s005-a03.mzML	1B4_1_22_metcalf-40-s005-a03	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	5/29/12 0:00	0	not applicable	10141.F.CTRL.soil.T0.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	temperate coniferous forest biome	forest soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	F.CTRL.soil.T0.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	11267455	68404	299510	98928	758	4.927917988	102.9487753	292	4.872162785	48.24187734	940	5.087741824	136.8165358	940	5.087741824	136.8165358	480	4.958524269	77.63930821	1489	6.075485913184234	182.2351710371015	571	5.868205395733188	81.46165317206555	1489	6.075485913184234	182.2351710371015	571	5.868205395733188	81.46165317206555	4.70439380079783	50	7.084036903978183	513	3028	3028	not applicable	not applicable	Test	Train	Train	Train	Test
13114.metcalf.40.s006	Metcalf40.10141.F.CTRL.soil.T4.1	metcalf.40.s006	soil	soil_temperate_desert_forest_grassland	EMP_Feces_metcalf_40_s006_a03_M_071	71	note applicable	UCSD	1C2_1_35_metcalf-40-s006-a04.mzML	1C2_1_35_metcalf-40-s006-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	06/12/2012 0:00	0	not applicable	10141.F.CTRL.soil.T4.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	temperate coniferous forest biome	forest soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	F.CTRL.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	13031156	66468	228244	98639	793	5.281650791	109.8515261	260	5.156642725	43.50081461	991	5.392311263	146.3058679	991	5.392311263	146.3058679	490	5.362971602	77.48460073	1497	6.348418833894218	187.98270963018763	597	6.172585973428448	89.35548619559086	1497	6.348418833894218	187.98270963018763	597	6.172585973428448	89.35548619559086	3.965271771400235	38	6.594381207033382	496	2876	2876	4.690377648558225	180	Train	Train	Train	Train	Train
13114.metcalf.40.s007	Metcalf40.10141.F.soil.T4.1	metcalf.40.s007	soil	soil_temperate_desert_forest_grassland	EMP_Feces_metcalf_40_s007_a03_M_072	72	note applicable	UCSD	1D7_1_59_metcalf-40-s007-a04.mzML	1D7_1_59_metcalf-40-s007-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	06/12/2012 0:00	0	not applicable	10141.F.soil.T4.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	temperate coniferous forest biome	forest soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	F.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	9777007	585039	3202177	900362	656	3.769399479	86.95334877	130	3.74179808	22.21682116	1051	4.489812609	133.13865	1050	4.48976095	133.1055242	287	4.438988146	41.96351203	1542	5.051507801085013	180.6012562790513	342	4.982381195057019	48.07410705838606	1542	5.051507801085013	180.6012562790513	342	4.982381195057019	48.07410705838606	5.167783350766958	55	7.434216584194922	554	3517	3517	5.309111937623061	189	Test	Train	Train	Train	Test
13114.metcalf.40.s008	Metcalf40.10141.F.soil.T5.1	metcalf.40.s008	soil	soil_temperate_desert_forest_grassland	not applicable	not applicable	not applicable	not applicable	1B8_1_30_metcalf-40-s008-a03.mzML	1B8_1_30_metcalf-40-s008-a03	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	6/27/12 0:00	0	not applicable	10141.F.soil.T5.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	temperate coniferous forest biome	forest soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	F.soil.T5.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	10516541	715130	7045169	969814	819	3.532138908	104.2576889	143	3.471484159	23.18122169	1255	3.939145412	159.1345447	1255	3.939145412	159.1345447	272	3.86507393	42.36770012	1743	4.32941820616619	205.1343588989514	332	4.271893939769787	47.10401499835075	1743	4.32941820616619	205.1343588989514	332	4.271893939769787	47.10401499835075	5.32276993565884	53	6.880584716889507	569	3632	3632	not applicable	not applicable	Train	Train	Train	Train	Train
13114.metcalf.40.s009	Metcalf40.10141.G.CTRL.soil.T0.1	metcalf.40.s009	soil	soil_temperate_desert_forest_grassland	not applicable	not applicable	not applicable	not applicable	1C1_1_34_metcalf-40-s009-a03.mzML	1C1_1_34_metcalf-40-s009-a03	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	5/29/12 0:00	0	not applicable	10141.G.CTRL.soil.T0.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	temperate grassland biome	grassland soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	G.CTRL.soil.T0.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	12846752	104525	251547	153735	981	6.153427207	130.7632321	354	6.050518466	58.78308035	1307	6.312147437	185.8574941	1306	6.312034505	185.6849085	637	6.272417683	97.7745835	1824	7.161461772473125	228.65838548987608	797	7.010746370975442	110.95164263919787	1824	7.161461772473125	228.65838548987608	797	7.010746370975442	110.95164263919787	3.9693329121546164	28	6.161721824612185	300	3687	3687	not applicable	not applicable	Test	Train	Train	Train	Test
13114.metcalf.40.s010	Metcalf40.10141.G.CTRL.soil.T4.1	metcalf.40.s010	soil	soil_temperate_desert_forest_grassland	EMP_Feces_metcalf_40_s010_a03_M_073	73	note applicable	UCSD	1C9_1_43_metcalf-40-s010-a04.mzML	1C9_1_43_metcalf-40-s010-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	06/12/2012 0:00	0	not applicable	10141.G.CTRL.soil.T4.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	temperate grassland biome	grassland soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	G.CTRL.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	12159349	89377	219116	126770	967	6.060696747	133.3755649	352	5.969662375	58.67578293	1263	6.183301979	182.7120262	1263	6.183301979	182.7120262	577	6.062771828	91.02221526	1835	7.09629210491913	228.49326441869562	768	6.94192360408972	109.56984405063372	1835	7.09629210491913	228.49326441869562	768	6.94192360408972	109.56984405063372	3.529899537545041	22	6.394479113817953	190	3557	3557	4.203782642582278	172	Train	Train	Train	Train	Train
13114.metcalf.40.s011	Metcalf40.10141.G.soil.T4.1	metcalf.40.s011	soil	soil_temperate_desert_forest_grassland	EMP_Feces_metcalf_40_s011_a03_M_074	74	note applicable	UCSD	1A9_1_11_metcalf-40-s011-a04.mzML	1A9_1_11_metcalf-40-s011-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	06/12/2012 0:00	0	not applicable	10141.G.soil.T4.1	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	temperate grassland biome	grassland soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	G.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	13379692	766457	1557881	1063412	1074	3.998465473	141.2738171	182	3.898021913	31.61868846	1615	4.448755236	212.4619435	1614	4.448733654	211.9861424	383	4.355379076	62.63031466	2277	5.379698796656306	274.5629120110989	463	5.239751294972637	67.92117522091598	2277	5.379698796656306	274.5629120110989	463	5.239751294972637	67.92117522091598	4.056945339199796	90	7.155011504513071	522	3618	3618	4.650348033016226	180	Test	Train	Train	Train	Train
13114.metcalf.40.s012	Metcalf40.10141.G.soil.T5.5	metcalf.40.s012	soil	soil_temperate_desert_forest_grassland	not applicable	not applicable	not applicable	not applicable	1D1_1_50_metcalf-40-s012-a03.mzML	1D1_1_50_metcalf-40-s012-a03	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	6/27/12 0:00	0	not applicable	10141.G.soil.T5.5	1624.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	temperate grassland biome	grassland soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	G.soil.T5.5	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	13627895	343117	1009631	547624	1152	6.181631311	150.1252393	332	5.976959073	51.25593618	1837	6.522582244	244.0323508	1837	6.522582244	244.0323508	605	6.456124434	92.20047936	2423	7.186284788868922	295.81470249408994	704	7.033777982532522	97.18984839357836	2423	7.186284788868922	295.81470249408994	704	7.033777982532522	97.18984839357836	5.490993047039068	95	6.963802631304962	525	3393	3393	not applicable	not applicable	Train	Train	Train	Train	Train
13114.metcalf.40.s013	Metcalf40.10143.004.4.25.2013.Soil.Head.SiteA	metcalf.40.s013	soil	soil_temperate_desert_forest_grassland	EMP_Feces_metcalf_40_s013_a03_M_075	75	note applicable	UCSD	1B12_1_33_metcalf-40-s013-a04.mzML	1B12_1_33_metcalf-40-s013-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	4/25/13 0:00	0	not applicable	10143.004.4.25.2013.Soil.Head.SiteA	113.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	temperate coniferous forest biome	forest soil	soil	soil	soil	United States of America:State of Texas:City of Huntsville	Soil.Head.SiteA	not applicable	30.71308	-95.55	Mouse decomposition experiment on contrasting soil types	soil metagenome	12287519	2111949	6385727	2719846	954	4.16862443	118.2255871	141	4.065474431	23.0859486	1479	4.879316562	171.5158048	1478	4.879280454	171.5066275	325	4.824330548	47.3935056	2205	5.453695913002446	244.87623423966807	384	5.354196611956986	49.453213285150696	2205	5.453695913002446	244.87623423966807	384	5.354196611956986	49.453213285150696	4.987590055086038	64	7.179201088848601	552	3508	3508	4.633527390636742	170	Test	Train	Train	Train	Train
13114.metcalf.40.s014	Metcalf40.10143.016.4.25.2013.Soil.ctrl.ctrlB	metcalf.40.s014	soil	soil_temperate_desert_forest_grassland	EMP_Feces_metcalf_40_s014_a03_M_076	76	note applicable	UCSD	1A1_1_1_metcalf-40-s014-a04.mzML	1A1_1_1_metcalf-40-s014-a04	1	Bulk_201901_UCSD	Sample	Bulk	not applicable	4/25/13 0:00	0	not applicable	10143.016.4.25.2013.Soil.ctrl.ctrlB	113.1	Metcalf	40	Metcalf40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	temperate coniferous forest biome	forest soil	soil	soil	soil	United States of America:State of Texas:City of Huntsville	Soil.ctrl.ctrlB	not applicable	30.71308	-95.55	Mouse decomposition experiment on contrasting soil types	soil metagenome	8290897	56828	182891	82508	705	4.4095161450000004	102.8139016	237	4.262975164	41.59773787	882	4.576000378	131.4010577	881	4.575415635	131.2044361	500	4.568723613	83.03688106	1526	5.564583464923939	189.17236107296458	626	5.425414450265592	92.64676801053884	1526	5.564583464923939	189.17236107296458	626	5.425414450265592	92.64676801053884	3.7817340354124944	20	6.144051195373383	142	3158	3158	4.106178615916976	166	Train	Train	Train	Train	Train
13114.metcalf.81.s001	Metcalf81.10141.D.skin.body.T4.1	metcalf.81.s001	skin	fecal_terrestrial_mammals_and_herps_and_tissue_mouse	EMP_Feces_metcalf_81_s001_a03_M_267	267	note applicable	UCSD	5A10_2_52_metcalf-81-s001-a04.mzML	5A10_2_52_metcalf-81-s001-a04	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	06/12/2012 0:00	0	not applicable	10141.D.skin.body.T4.1	1624.1	Metcalf	81	Metcalf81	Mouse decomposition skin	EMP sample	Host-associated	Animal	Animal corpus	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	Animal corpus (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	sebum	host-associated	host-associated	United States of America:State of Colorado:City of Boulder	D.skin.body.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	mouse skin metagenome	14764764	3159939	3111814	4695459	211	1.137088395	45.11307575	31	1.063603948	11.55299875	373	1.202894184	67.01306649	373	1.202894184	67.01306649	48	1.183617982	14.6233272	617	1.4108508223927985	97.85343457545946	83	1.3604739489352642	19.103396607998775	617	1.4108508223927985	97.85343457545946	83	1.3604739489352642	19.103396607998775	5.08623817755509	94	7.528831452719133	1068	2870	2870	5.04760641884268	174	Test	Test	Test	Train	Test
13114.metcalf.81.s002	Metcalf81.10141.F.skin.body.T4.1	metcalf.81.s002	skin	fecal_terrestrial_mammals_and_herps_and_tissue_mouse	EMP_Feces_metcalf_81_s002_a03_M_268	268	note applicable	UCSD	5A9_2_40_metcalf-81-s002-a04.mzML	5A9_2_40_metcalf-81-s002-a04	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	06/12/2012 0:00	0	not applicable	10141.F.skin.body.T4.1	1624.1	Metcalf	81	Metcalf81	Mouse decomposition skin	EMP sample	Host-associated	Animal	Animal corpus	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	Animal corpus (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	sebum	host-associated	host-associated	United States of America:State of Colorado:City of Boulder	F.skin.body.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	mouse skin metagenome	11608813	490220	15570212	1035913	284	2.323580931	46.61089086	84	2.335893313	20.05744665	580	4.082907866	86.32094143	580	4.082907866	86.32094143	196	4.089091374	35.42520102	846	4.341018651946798	110.43741379608423	213	4.295887307202061	40.004119108345094	846	4.341018651946798	110.43741379608423	213	4.295887307202061	40.004119108345094	4.504143343481762	89	7.384082731003996	815	2832	2832	5.248172967591634	172	Train	Train	Train	Train	Train
13114.metcalf.81.s003	Metcalf81.10141.G.skin.body.T4.1	metcalf.81.s003	skin	fecal_terrestrial_mammals_and_herps_and_tissue_mouse	EMP_Feces_metcalf_81_s003_a03_M_269	269	note applicable	UCSD	5B1_2_64_metcalf-81-s003-a04.mzML	5B1_2_64_metcalf-81-s003-a04	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	06/12/2012 0:00	0	not applicable	10141.G.skin.body.T4.1	1624.1	Metcalf	81	Metcalf81	Mouse decomposition skin	EMP sample	Host-associated	Animal	Animal corpus	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	Animal corpus (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	sebum	host-associated	host-associated	United States of America:State of Colorado:City of Boulder	G.skin.body.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	mouse skin metagenome	14987870	198965	1900339	1869642	251	2.207650291	53.51267735	63	2.09636945	21.76712433	447	3.570303841	82.75162829	447	3.570303841	82.75162829	192	3.547255285	45.65173244	607	2.7641106864510765	99.02392512690176	163	2.751223357179968	37.03334961518908	607	2.7641106864510765	99.02392512690176	163	2.751223357179968	37.03334961518908	4.126843557166508	68	7.54985764271319	1011	2809	2809	4.982937735850407	178	Test	Train	Test	Test	Test
13114.minich.76.s001	Minich76.BM	minich.76.s001	stool	fecal_livestock	EMP_Feces_minich_76_s001_a03_M_261	261	note applicable	UCSD	5A8_2_31_minich-76-s001-a04.mzML	5A8_2_31_minich-76-s001-a04	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	07/01/2015 0:00	not applicable	not applicable	broiler chicken manure	782	Minich	76	Minich76	Livestock feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	dense settlement biome	host-associated habitat	animal manure	host-associated	host-associated	Malawi:Zomba	BM1	not applicable	15.2769	35.3989	Malawi fish pond manuring	gut metagenome	12659405	1869138	3119558	2205631	598	3.669727787	103.4486166	142	3.620559254	35.92629004	1806	4.202790442	260.1707084	1800	4.202715224	259.9286328	300	4.148069672	66.83395619	1950	3.7493841989559646	250.26851746468515	321	3.682884847193392	61.24882555012255	1950	3.7493841989559646	250.26851746468515	321	3.682884847193392	61.24882555012255	5.893814497062338	127	7.548003911009598	972	3404	3404	5.319381879392148	185	Train	Test	Train	Train	Train
13114.minich.76.s002	Minich76.CM	minich.76.s002	stool	fecal_livestock	EMP_Feces_minich_76_s002_a03_M_262	262	note applicable	UCSD	5B2_2_66_minich-76-s002-a04.mzML	5B2_2_66_minich-76-s002-a04	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	07/01/2015 0:00	not applicable	not applicable	cow manure	782	Minich	76	Minich76	Livestock feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	dense settlement biome	host-associated habitat	animal manure	host-associated	host-associated	Malawi:Zomba	CM1	not applicable	15.2769	35.3989	Malawi fish pond manuring	gut metagenome	18544183	143639	472742	254893	1102	4.935628405	151.9927867	357	4.779657419	60.24111865	1885	5.598755526	283.3556265	1882	5.598408089	282.7352037	769	5.516528909	131.7440144	2575	6.656386232104236	321.18978917673417	838	6.490178767171687	124.07623415973558	2575	6.656386232104236	321.18978917673417	838	6.490178767171687	124.07623415973558	5.335798596022495	77	7.781986494155735	730	3784	3784	5.442348197227648	183	Test	Test	Train	Train	Train
13114.minich.76.s003	Minich76.GM	minich.76.s003	stool	fecal_livestock	EMP_Feces_minich_76_s003_a03_M_263	263	note applicable	UCSD	5A7_2_26_minich-76-s003-a04.mzML	5A7_2_26_minich-76-s003-a04	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	07/01/2015 0:00	not applicable	not applicable	guinea fowl manure	782	Minich	76	Minich76	Livestock feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	dense settlement biome	host-associated habitat	animal manure	host-associated	host-associated	Malawi:Zomba	GM1	not applicable	15.2769	35.3989	Malawi fish pond manuring	gut metagenome	12733176	2916721	6773878	3677166	966	3.77458056	137.881899	166	3.685145598	32.42124345	2305	5.380519748	311.6573754	2302	5.380481086	311.3612697	376	5.330464142	68.30262885	2891	5.704138528769757	330.6551499935822	441	5.538070270635466	72.7562911166583	2891	5.704138528769757	330.6551499935822	441	5.538070270635466	72.7562911166583	5.187185978605432	102	8.28759667480819	856	3743	3743	4.7485095868580505	179	Train	Test	Train	Train	Train
13114.minich.76.s004	Minich76.LM	minich.76.s004	stool	fecal_livestock	EMP_Feces_minich_76_s004_a03_M_264	264	note applicable	UCSD	5A11_2_63_minich-76-s004-a04.mzML	5A11_2_63_minich-76-s004-a04	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	07/01/2015 0:00	not applicable	not applicable	layer chicken manure	782	Minich	76	Minich76	Livestock feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	dense settlement biome	host-associated habitat	animal manure	host-associated	host-associated	Malawi:Zomba	LM1	not applicable	15.2769	35.3989	Malawi fish pond manuring	gut metagenome	3638612	803988	2424796	1367308	513	3.555485144	85.91370963	86	3.490748095	24.08201862	1125	4.821906459	165.265734	1122	4.821793682	165.2473307	281	4.771738344	58.0255369	1775	5.11177625721958	220.36749664122885	282	5.011418547806756	53.35974199363682	1775	5.11177625721958	220.36749664122885	282	5.011418547806756	53.35974199363682	4.672731190348552	86	8.025331673408079	1189	3560	3560	5.473763807756795	185	Test	Train	Train	Train	Train
